_max_adv,_min_discrew,_max_discrew,_min_obs,_std_act,_min_act,_max_act,_mean_adv,_mean_act,_std_discrew,_MeanReward,ExplainedVarOld,Steps,_lr_multiplier,ExplainedVarNew,PolicyLoss,_Episode,_mean_obs,Beta,ValFuncLoss,KL,_mean_discrew,_std_adv,PolicyEntropy,_min_adv,_max_obs,_std_obs
0.8452483348034542,-1062.9477689227665,-1.0,-2.3293211428835474,2.455422,-5.459857,6.1967325,-5.3224174963303385e-17,-0.01069576,212575.57019381388,-756.15,0.0,2136,1.0,-0.007277237589965013,-0.00024590577,20,0.054068314884312775,0.6666666666666666,438132.62142690166,1.2814999e-05,-477.13818722157015,0.9999999931366372,1.9222282,-2.583001389247055,2.6082155441580452,0.19806514690579818
1.0493355098189776,-1214.9913327471654,-1.0,-1.920222065314321,2.7264175,-5.0839305,5.6578746,-2.4844151600003503e-17,-0.026355194,190604.7168854351,-913.6,-0.0011537031812203224,2288,1.0,0.009157504469320177,-0.00010685849,40,0.12399279076872181,0.4444444444444444,786112.0903721206,2.2053719e-06,-780.6185184050926,0.9999999930655903,1.92136,-2.430544980116511,13.514810343336856,1.1709684599189905
0.9407016302821913,-1048.7824697576775,-1.0,-0.5180398866167791,2.663701,-5.6443644,6.6535015,3.036507417778206e-17,0.005068634,215740.98102367617,-792.9,-0.00498785842584426,1872,1.0,-0.004234065678481835,-0.00031820525,60,-0.003103866265958699,0.2962962962962963,463858.10266678367,2.193451e-05,-502.1492644911683,0.9999999935240417,1.9168406,-2.314880707271365,0.7412296774806308,0.02494622670287435
0.8998376691941976,-1247.6631742403772,-1.0,-1.5927290573885815,2.7188938,-5.9711857,4.9529834,-1.1256122546694657e-17,-0.03890272,231977.37612933014,-825.55,0.008875223916188668,2525,1.0,0.011952389548711473,-7.95025e-05,80,0.06221275279911928,0.19753086419753085,673037.1100826353,3.993511e-06,-678.3534454827095,0.9999999927899388,1.9152117,-2.7258897440720284,3.057204881901747,0.1525775546167727
0.8967711788706925,-1058.7204726895889,-1.0,-0.7740762611514799,2.7214088,-7.548211,5.553912,2.3069569342860397e-17,0.008856239,187445.4416039084,-772.55,-0.01400275681137697,2464,1.0,-0.016898856545516816,-0.00037317578,100,0.044741719805423734,0.1316872427983539,387537.324240953,1.4066696e-05,-456.5097982085389,0.9999999928338237,1.9118199,-2.784179691571904,1.653582420681424,0.07314895517190835
0.8200537167777462,-1352.8057425968323,-1.0,-3.229154211178851,2.6206393,-5.9817376,6.3921847,1.1557455546080924e-16,-0.068560556,258005.99149857482,-796.9,0.011543227032170256,2951,1.0,0.022087374230709167,-0.00030773962,120,0.03575380347862574,0.0877914951989026,711120.028599102,2.2053719e-05,-695.4298942289741,0.9999999922913988,1.9073466,-3.064267654953219,2.7476786111185842,0.20885375628317998
0.8749866357399627,-1315.5192665841782,-1.0,-1.7680819514726351,2.6073,-5.7850385,5.841548,1.901117687652442e-17,-0.037194457,245317.99258878647,-798.85,0.01623785337734529,2990,1.0,0.023399205965092262,-0.00012747651,140,0.017357755790798336,0.05852766346593507,682494.6518600053,6.4969063e-06,-686.3587317937665,0.9999999922002565,1.9051596,-3.0639941606001755,1.803620520712629,0.09637283479059724
1.204096837617867,-1061.0713194853522,-1.0,-0.5447791023106531,2.5404527,-5.8242226,6.0749264,7.599387548236366e-18,0.045272585,204167.31338773225,-892.7,-0.009120594272195248,1870,1.0,-0.008292003785415059,-0.00017042519,160,-0.008022488853890295,0.03901844231062338,640865.2900942197,2.2649765e-06,-672.8432349025921,0.9999999933272664,1.9053471,-2.1902037713380373,0.6915954597640893,0.019204621850637343
1.5968449351135756,-1054.9468689259709,-1.0,-0.5398142855474867,2.8211322,-5.7211795,6.1922345,5.24708481792074e-17,0.039393157,139929.1547512305,-980.35,-0.004879343877350006,1625,1.0,-0.0019284659311429309,-0.00024106291,180,-0.015704679287716163,0.026012294873748922,811355.5069167012,9.23872e-06,-834.2555105173344,0.9999999928880197,1.9026663,-1.9898114764045471,0.6953166132978249,0.01282554406618932
1.0693409943659942,-1062.47900842698,-1.0,-0.6895698966278989,2.5124304,-5.6021967,5.376936,-1.527302411990445e-16,-0.009076793,215066.4465033577,-851.6,-0.005896556311556278,2047,1.0,-0.0018625702061070282,-0.00022272053,200,-0.004529909334782486,0.017341529915832616,545643.4447199871,5.2452087e-06,-592.9870798156381,0.9999999932348447,1.9011389,-2.3613545327149104,0.7118924165736722,0.02276694431713148
0.941082405403055,-1062.010013433697,-1.0,-0.6352759084087671,2.567071,-5.9548,5.177064,1.7682523494652017e-17,-0.06548208,213463.92926049334,-769.9,-0.0033954353623335543,2411,1.0,-0.0002770496796957733,-0.00022409344,220,0.0075963606290664265,0.01156101994388841,453632.28813438234,1.0073185e-05,-510.7860255435593,0.9999999927258423,1.9040226,-2.74723918499414,0.7089326548110942,0.02559694582218131
0.7665695810230397,-1796.867846206414,-1.0,-1.3957763054021126,2.616804,-6.608132,5.765682,0.0,-0.03818502,290148.8783333322,-1017.95,0.07702200714402951,5374,1.0,0.1136805117585803,-6.310231e-05,240,0.7571493024688057,0.00770734662925894,1218147.3726710507,6.377697e-06,-1160.6120479185392,0.9999999905521599,1.9064071,-3.9937418409476453,10.183628961716703,2.4349904945428604
0.8130212690270974,-1066.6894250367259,-1.0,-0.5596415560274367,2.6952734,-4.954169,6.682474,0.0,-0.07429231,178999.68101401933,-630.75,-0.0071710273863974106,2625,1.0,-0.011902882563576522,-0.00025549292,260,-0.00028899900584359575,0.005138231086172627,295090.71690832754,8.702278e-06,-363.53990589735514,0.9999999919662292,1.9037187,-3.286993808394239,0.6678562058151056,0.020518482704447547
1.0883566149202248,-1058.7204726895889,-1.0,-0.7845599693493637,2.6090841,-5.4282823,4.8017817,1.1809574555569533e-16,-0.043413695,179107.60055829427,-793.75,-0.0351058539803637,2888,1.0,-0.034392890272139764,-0.000120445366,280,0.022526616751096514,0.0034254873907817516,405218.79343306273,2.6226044e-06,-503.02076554286407,0.9999999923205596,1.9049039,-2.999345067130062,1.2723821021990156,0.041289753987202804
1.1444821675393537,-1057.3071403018496,-1.0,-0.5612724030247829,2.826449,-5.59786,6.9071546,-1.4833877573279752e-17,0.027708137,216657.20163468402,-845.05,-0.009015030450022277,1916,1.0,-0.007948711365404648,-0.00011984178,300,-0.006643759752396586,0.0022836582605211676,562915.7323658875,2.8014183e-06,-613.6181322569842,0.9999999932654968,1.905967,-2.265322469242604,0.6462950284771576,0.015355023928793853
0.9344584629373103,-1062.9477689227665,-1.0,-0.5577679877657998,2.7781777,-5.0160465,5.5436935,7.888177254381983e-17,-0.038175043,211427.81433426836,-716.5,-0.008311289653809784,2342,1.0,-0.006357886314783068,-0.00020162527,320,-0.004855629528106662,0.0015224388403474451,400126.7099447282,2.8014183e-06,-462.6286348460056,0.9999999926613679,1.9061484,-2.8106617814692187,0.6526198831357423,0.018470784353077
0.9043211870083939,-1055.8916857937622,-1.0,-0.5566964476949259,2.7113917,-6.341558,6.107323,-1.6741378459232085e-16,-0.038537335,205278.3849423587,-709.75,-0.007024873233838047,2207,1.0,-0.005291541689851353,-0.00017023024,340,-0.0019985948100516722,0.0010149592268982968,370301.61692633794,3.3974648e-06,-436.2751338098397,0.9999999928365304,1.9052012,-2.726082138858933,0.6516149088352832,0.01954307663962544
0.8575000522197561,-1047.830538338381,-1.0,-0.55510240437673,2.6881382,-5.4112034,5.671002,1.3241796007388569e-16,-0.049879566,194276.43723708042,-667.5,-0.006220136756780459,2361,1.0,-0.0043429274109823,-0.00013396863,360,-0.0038339956935394682,0.0006766394845988645,327769.10855784186,2.9802322e-06,-397.4295976919734,0.9999999924991256,1.9042318,-2.9384682784046823,0.6495623242133854,0.018934468464050978
1.0272222148263443,-1211.4499461818987,-1.0,-1.4271325232547416,2.7825243,-6.345809,5.5132275,-1.5239522482790353e-16,-0.04789364,223178.76785065574,-829.85,0.010370318246311516,2611,1.0,0.010972467609879022,-0.00027578694,380,-0.013393087981908384,0.0004510929897325764,631767.4497640448,9.536743e-06,-679.4708587612796,0.9999999924922692,1.9016051,-2.7734826123828102,0.6508058015534386,0.03630546624449332
