_max_adv,_min_discrew,_max_discrew,_min_obs,_std_act,_min_act,_max_act,_mean_adv,_mean_act,_std_discrew,_MeanReward,ExplainedVarOld,Steps,total leader stucks,ExplainedVarNew,PolicyLoss,_Episode,_mean_obs,Beta,ValFuncLoss,KL,_mean_discrew,_std_adv,PolicyEntropy,_min_adv,_max_obs,_std_obs,_lr_multiplier
2.5313482965183542,-25.934984529505137,-0.2252755974080925,-0.6101539328502275,3.5300298,-6.880399,6.11494,-1.6859878885727511e-16,-0.1444162,41.51689933369788,-131.7,-0.3090156753118394,2634,0,-3.362250632332753e-05,-0.0007630726,20,0.029922402490533385,0.6666666666666666,41.7259386742957,0.0006867629,-12.286798718280421,0.9999993340843326,1.9170951,-1.1247179566710739,0.7612025813847181,0.04641958408264513,1.0
2.6033216824194825,-24.39757486374306,-0.2455595242741486,-0.6799264808595595,3.5979362,-5.6184697,6.6197605,4.805022727033644e-17,-0.11572661,40.9840860676532,-118.3,-3.6442053682916864e-05,2366,0,-2.2874672024775222e-05,-0.0015002474,40,0.029543318544222878,0.6666666666666666,40.98563390575312,0.0028635925,-12.217787905073177,0.9999995975242084,1.9188019,-1.1103292652491674,0.727422735779234,0.04888555903240868,1.0
2.5708535944602895,-26.103784766927582,-0.2614083711599953,-0.6742775086689429,3.5706408,-6.500512,5.7699738,6.1974944244230284e-18,-0.15681718,45.40052152200711,-114.65,-1.975660577357985e-05,2293,0,-1.2354330421349147e-05,-0.0018243722,60,0.029102425643598613,0.6666666666666666,45.48464421949766,0.0033561478,-12.732400997309622,0.9999996169040756,1.9184271,-1.1430115817959576,0.7084479866329023,0.051367211939617366,1.0
2.4878772198376184,-25.648666104990085,-0.2738783918995968,-0.6763992203648522,3.2616644,-5.8897347,5.6229377,1.3611929803833336e-17,-0.1630216,43.631201305643174,-104.4,-9.198762070061761e-06,2088,0,-4.883770280406097e-06,-0.0018136821,80,0.040309617047256587,0.4444444444444444,43.69783828064195,0.0012690471,-12.359078198969343,0.9999996264345414,1.9167789,-1.2078233301268029,0.7415208036702156,0.04917630332549573,1.0
0.9776326149747085,-134.5157668575096,-0.2690315337150192,-0.669973625290952,3.0503528,-6.961836,6.248785,-3.96508223080413e-18,-0.17680058,333.50347798997046,-139.5,4.834774193218649e-07,1792,0,1.982816084322714e-06,-0.01144749,100,0.04967781094903892,0.6666666666666666,334.6248993969469,0.012001561,-13.982983992662296,0.9999998694656167,1.9160612,-7.784278937590777,0.751443777283392,0.04756631497082567,1.0
2.501991405143014,-25.33485147687896,-0.2785557818305658,-0.6619705428047805,3.282876,-5.9740286,5.17807,0.0,-0.10892131,44.64960029896091,-105.6,-1.983423729923217e-06,2112,0,5.9882550623724384e-06,-0.0016050354,120,0.02293661674547223,0.6666666666666666,44.957074372044055,0.0018281344,-12.628397707765584,0.9999996357854609,1.914099,-1.1778064461281692,0.6726148157215976,0.04805058565292582,1.0
2.469871494233976,-24.974990255150725,-0.2868825093679496,-0.6584011524120966,3.3405592,-5.835552,6.701463,-3.503662405128699e-18,-0.079173476,44.0678083229029,-101.4,1.12871158961525e-05,2028,0,4.2626729583217227e-05,-0.0007993652,140,0.02938988287249533,0.4444444444444444,44.06739025434438,0.00067351694,-12.552632392833557,0.9999996427767311,1.9150717,-1.1935191558151317,0.6687153305458798,0.04687075054630633,1.0
2.482139257615625,-27.276351385538224,-0.29463006392414975,-0.6552986218294254,3.259617,-5.6975846,5.8850856,-2.584418292046921e-17,-0.057299662,48.137731488366065,-103.1,3.5425910995146026e-05,2062,0,0.5240065165779628,-0.0012939024,160,0.022700676313311675,0.4444444444444444,22.916236541446878,0.0018221406,-13.092014758639563,0.9999996409824181,1.9145427,-1.2209287468328909,0.6631075267800074,0.0482933250455356,1.0
2.198378737516288,-26.592070061515162,-0.30155509861291335,-0.6532251773543176,3.2231164,-6.426421,5.447981,-8.953411488912552e-18,-0.026700435,47.1999116458382,-99.2,0.5079375035103497,1984,1,0.8116196061527317,-0.0030548004,180,0.029819331953710584,0.4444444444444444,8.900733944588977,0.0054203747,-12.958615272309487,0.9999995056199471,1.9136322,-1.5916083523055258,0.6606694822919099,0.046719963329085165,1.0
0.6817477609629956,-150.18521383801212,-0.30037042767602423,-0.6500004123633223,2.8974035,-5.7412505,5.7656703,-1.6708823886186953e-17,-0.06445859,238.520743476061,-110.0,0.19851593258291034,1701,0,0.23220555838368118,-0.00611918,200,0.057082853506116506,0.6666666666666666,183.14232592475662,0.009706971,-13.217185328652878,0.9999998293261684,1.9124639,-11.212448693714686,0.7474796562065145,0.041537584039443805,1.0
3.2061430552765704,-25.76653533928022,-0.3060519508168646,-0.6456327107900646,2.9936666,-5.014131,6.39416,1.5198775096472732e-17,0.0017568894,44.1792788632583,-93.5,0.8974603891526391,1870,0,0.9309765001674223,-0.0038955465,220,0.03800623190444566,1.0,3.1133825159786093,0.00708212,-12.503487412148477,0.999998983289939,1.911253,-2.0849578268700766,0.6508388067426008,0.04370894310286838,1.0
3.451595758341631,-24.142883019561733,-0.3110185282271202,-0.6423317421366578,3.0396142,-5.787625,5.631334,0.0,0.022009011,39.904519913232264,-85.8,0.9483518698150144,1716,0,0.9654969096626864,-0.002258261,240,0.05746549599012434,1.0,1.594581664684155,0.0018452986,-11.816419222498137,0.9999985832826884,1.9126003,-2.320349110806082,0.7385518919065935,0.03957905216658641,1.0
3.1954647456598617,-24.303922613694912,-0.3155932425255542,-0.6381607477163675,2.7468495,-5.4336796,4.9473653,4.293309581632025e-18,0.04306351,38.58144894329758,-82.75,0.9707761811059813,1655,0,0.986538198389297,-0.00530476,260,0.06398138969995777,1.0,0.5194941069844936,0.0047764187,-11.612785994263222,0.9999980657943613,1.9134502,-3.7415908271409726,0.7232502323574092,0.037014648600931885,1.0
0.34470612134165596,-153.58407153966036,-0.3071681430793207,-0.6341988477464315,2.8429635,-5.647747,5.459226,5.654186226207694e-17,0.050642483,900.3964184239691,-125.3,0.08224371804529029,1508,0,0.1171363582462982,-0.0030019274,280,0.07382361427183104,1.0,799.5423443374818,0.0020336476,-17.782441859033796,0.9999999029886496,1.913151,-7.027110866781712,0.7490380231089866,0.033462281294295584,1.0
4.368892623293185,-22.195847381116025,-0.31115034392173446,-0.6303282639587103,2.8382525,-4.9924865,6.3648252,-2.847427732700771e-17,0.10348667,35.92252601967137,-81.1,0.48814690725986587,1622,0,0.8219959147033133,-0.0006591667,300,0.06395286626777599,0.6666666666666666,6.3951823713790805,0.00041264444,-11.233984920905815,0.9999994514950907,1.9117252,-1.3885098071661703,0.6918468264388405,0.034747494725000876,1.0
